bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,fips,county
3,2.0,1498,405688,1988.0,6037,Los Angeles County
3,2.0,1466,403194,1956.0,6059,Orange County
4,2.0,2938,676532,1960.0,6037,Los Angeles County
4,3.0,2309,395797,1960.0,6037,Los Angeles County
4,2.0,1584,180579,1956.0,6037,Los Angeles County
2,2.0,1910,84653,1965.0,6037,Los Angeles County
4,4.0,3718,869901,1992.0,6037,Los Angeles County
3,1.0,1040,63738,1950.0,6037,Los Angeles County
4,3.0,2269,716201,1994.0,6059,Orange County
3,2.0,1930,2308816,1969.0,6059,Orange County
4,2.0,1508,427000,1944.0,6037,Los Angeles County
3,2.0,969,180935,1964.0,6037,Los Angeles County
3,2.0,1227,256259,1949.0,6037,Los Angeles County
3,2.0,1705,312650,1945.0,6059,Orange County
4,3.0,2206,389489,1964.0,6037,Los Angeles County
1,1.0,1178,577270,1929.0,6037,Los Angeles County
5,4.0,3565,2441075,2007.0,6037,Los Angeles County
2,1.0,900,632500,1948.0,6037,Los Angeles County
3,1.0,1056,395946,1941.0,6037,Los Angeles County
5,5.0,3307,812000,2001.0,6111,Ventura County
4,2.0,1950,63181,1930.0,6059,Orange County
4,3.5,2267,521009,1961.0,6059,Orange County
3,2.5,1821,470000,2001.0,6111,Ventura County
4,3.0,2083,175528,1977.0,6037,Los Angeles County
5,3.0,2447,323707,1970.0,6037,Los Angeles County
2,1.0,986,80932,1943.0,6037,Los Angeles County
3,2.0,1243,174930,1953.0,6037,Los Angeles County
4,3.0,1752,333425,1986.0,6037,Los Angeles County
2,2.0,1469,234100,1953.0,6037,Los Angeles County
5,3.0,2781,870746,1978.0,6111,Ventura County
3,3.0,1564,225707,1947.0,6037,Los Angeles County
2,2.0,1320,228431,1956.0,6037,Los Angeles County
4,3.5,3100,1615417,2000.0,6059,Orange County
2,1.0,768,152289,1926.0,6037,Los Angeles County
5,4.0,1634,1314944,1952.0,6037,Los Angeles County
4,2.5,2217,98707,1972.0,6059,Orange County
4,2.5,2217,98707,1972.0,6059,Orange County
4,3.0,2817,538000,2003.0,6037,Los Angeles County
2,3.0,1576,1014000,1943.0,6037,Los Angeles County
3,1.0,1218,267294,1954.0,6037,Los Angeles County
4,3.0,2972,495338,1981.0,6037,Los Angeles County
5,3.0,2625,125261,1961.0,6037,Los Angeles County
4,2.0,2467,1462000,1932.0,6037,Los Angeles County
3,2.0,2274,483705,1976.0,6111,Ventura County
4,3.0,2537,328296,1993.0,6037,Los Angeles County
4,3.0,1748,395304,1962.0,6037,Los Angeles County
3,2.0,1372,654276,1955.0,6037,Los Angeles County
4,3.5,3231,878968,1988.0,6111,Ventura County
4,4.0,2457,1642000,1948.0,6037,Los Angeles County
3,3.0,2504,687348,2001.0,6037,Los Angeles County
3,1.0,927,414212,1950.0,6037,Los Angeles County
2,2.0,1105,888343,1944.0,6037,Los Angeles County
4,3.0,2020,87877,1928.0,6037,Los Angeles County
2,2.0,1685,264846,1936.0,6037,Los Angeles County
3,1.0,1006,324551,1955.0,6037,Los Angeles County
3,2.0,1379,103712,1952.0,6037,Los Angeles County
2,1.0,838,478587,1939.0,6037,Los Angeles County
1,1.0,1036,56559,1957.0,6037,Los Angeles County
2,1.0,516,217558,1920.0,6037,Los Angeles County
3,3.0,2336,587000,1952.0,6037,Los Angeles County
3,2.0,1248,418000,1949.0,6037,Los Angeles County
2,1.0,984,385000,1924.0,6037,Los Angeles County
4,4.0,2891,757831,2007.0,6037,Los Angeles County
1,1.0,800,115230,1954.0,6037,Los Angeles County
2,1.0,1298,812200,1911.0,6037,Los Angeles County
4,4.0,2961,321164,1959.0,6111,Ventura County
3,3.0,2825,629372,1989.0,6059,Orange County
4,2.5,2269,401918,1977.0,6059,Orange County
4,3.0,3285,1144928,1998.0,6059,Orange County
4,2.0,1383,432367,1955.0,6037,Los Angeles County
4,3.0,2319,620058,1995.0,6037,Los Angeles County
3,3.0,2949,1719847,1955.0,6037,Los Angeles County
2,2.0,1413,424247,1950.0,6037,Los Angeles County
2,1.0,1026,344835,1949.0,6037,Los Angeles County
3,2.0,1422,534021,1970.0,6111,Ventura County
4,2.5,2373,674071,1965.0,6059,Orange County
4,3.5,2743,643436,1972.0,6059,Orange County
3,2.0,1487,702158,1965.0,6059,Orange County
3,1.0,918,341450,1953.0,6037,Los Angeles County
3,3.0,2616,500852,1984.0,6037,Los Angeles County
3,4.0,2128,827928,1957.0,6037,Los Angeles County
4,2.5,2210,791000,2006.0,6059,Orange County
2,1.0,890,453000,1942.0,6037,Los Angeles County
4,3.0,2612,121326,1972.0,6059,Orange County
3,3.0,2980,835000,1990.0,6059,Orange County
3,2.0,1437,803000,1955.0,6037,Los Angeles County
3,2.0,1767,348808,1972.0,6059,Orange County
3,3.5,2964,1104178,1996.0,6059,Orange County
3,2.5,2651,410955,1987.0,6111,Ventura County
3,1.0,1188,364463,1948.0,6037,Los Angeles County
3,2.0,1336,197000,1987.0,6037,Los Angeles County
3,2.0,1886,623706,1940.0,6037,Los Angeles County
2,2.0,1329,77721,1973.0,6059,Orange County
4,3.0,2000,131090,1987.0,6037,Los Angeles County
4,4.0,2788,1370587,1971.0,6037,Los Angeles County
3,3.0,2567,162738,1951.0,6037,Los Angeles County
3,2.0,1790,89105,1950.0,6037,Los Angeles County
3,2.5,2264,700522,1987.0,6059,Orange County
4,3.0,2908,961175,1962.0,6037,Los Angeles County
3,2.0,2606,2230037,1955.0,6037,Los Angeles County
3,2.0,1452,373126,1978.0,6059,Orange County
2,1.0,838,159143,1925.0,6037,Los Angeles County
3,2.0,1232,527929,1965.0,6037,Los Angeles County
4,1.0,2438,671084,1948.0,6037,Los Angeles County
4,2.0,1515,162712,1964.0,6059,Orange County
4,2.0,1960,542000,1973.0,6111,Ventura County
3,2.0,1769,328921,1958.0,6037,Los Angeles County
4,2.0,1673,577914,1968.0,6059,Orange County
3,2.5,2984,582112,1977.0,6059,Orange County
4,3.0,2407,430721,1972.0,6037,Los Angeles County
4,2.0,1599,65943,1965.0,6059,Orange County
3,1.0,1454,583768,1929.0,6037,Los Angeles County
4,3.0,1866,583366,1984.0,6111,Ventura County
3,2.0,2500,321056,1990.0,6037,Los Angeles County
4,3.0,2407,343937,1989.0,6037,Los Angeles County
4,2.0,1486,515000,1957.0,6037,Los Angeles County
3,2.0,1818,750762,1975.0,6059,Orange County
3,3.0,2024,158467,1963.0,6037,Los Angeles County
3,1.0,1024,60830,1952.0,6037,Los Angeles County
3,2.0,1323,196758,1963.0,6059,Orange County
3,3.0,2115,638000,1996.0,6111,Ventura County
3,2.0,1150,196000,1986.0,6037,Los Angeles County
2,1.0,814,123666,1947.0,6037,Los Angeles County
3,2.0,1266,350140,1944.0,6037,Los Angeles County
3,2.0,1325,49239,1948.0,6037,Los Angeles County
3,1.0,990,196289,1915.0,6037,Los Angeles County
4,4.0,1890,601100,2004.0,6037,Los Angeles County
2,1.0,816,148277,1925.0,6037,Los Angeles County
3,1.0,1103,214832,1948.0,6037,Los Angeles County
2,2.0,1092,391380,1984.0,6059,Orange County
3,2.0,1500,449247,1963.0,6037,Los Angeles County
4,3.0,3102,564429,1969.0,6037,Los Angeles County
4,3.0,2128,1346193,1969.0,6037,Los Angeles County
2,1.0,1233,139404,1950.0,6037,Los Angeles County
2,1.0,780,253704,1921.0,6037,Los Angeles County
4,2.0,1596,280408,1955.0,6037,Los Angeles County
4,2.0,1675,74899,1962.0,6059,Orange County
2,2.0,1702,880000,1959.0,6037,Los Angeles County
2,2.0,1715,704162,1948.0,6037,Los Angeles County
4,3.0,3381,546269,1990.0,6037,Los Angeles County
3,2.0,1780,347615,1977.0,6037,Los Angeles County
3,2.0,1780,347615,1977.0,6037,Los Angeles County
4,2.5,2271,299100,1968.0,6111,Ventura County
4,3.0,2518,130860,1990.0,6059,Orange County
3,2.0,1494,55753,1945.0,6037,Los Angeles County
3,2.0,1597,195561,1955.0,6111,Ventura County
3,2.0,1298,174483,1957.0,6059,Orange County
4,2.5,2125,636000,1965.0,6111,Ventura County
3,2.0,1061,369500,1955.0,6037,Los Angeles County
2,1.0,1139,941136,1926.0,6037,Los Angeles County
4,2.0,1578,397610,1978.0,6111,Ventura County
3,2.0,1455,48819,1938.0,6037,Los Angeles County
2,2.0,1889,405568,1948.0,6037,Los Angeles County
4,2.0,1551,640000,1949.0,6037,Los Angeles County
4,2.0,1596,455000,1955.0,6037,Los Angeles County
4,4.5,3477,706530,1979.0,6111,Ventura County
4,3.0,2994,797421,1995.0,6037,Los Angeles County
3,2.0,1607,795000,1932.0,6037,Los Angeles County
3,1.0,946,161662,1942.0,6037,Los Angeles County
4,2.0,1376,246228,1963.0,6037,Los Angeles County
5,3.0,3142,660175,1987.0,6037,Los Angeles County
4,3.5,3406,651587,1993.0,6059,Orange County
4,2.0,1720,226994,1955.0,6037,Los Angeles County
2,1.0,1074,99291,1953.0,6037,Los Angeles County
5,6.0,5271,775576,1990.0,6037,Los Angeles County
3,2.0,1232,267146,1953.0,6037,Los Angeles County
5,2.0,2586,1894866,1954.0,6037,Los Angeles County
4,3.0,2153,233500,1990.0,6037,Los Angeles County
1,1.0,504,92355,1964.0,6059,Orange County
4,3.0,2356,750000,2012.0,6059,Orange County
3,3.0,2577,1760000,1941.0,6037,Los Angeles County
4,2.0,1194,362000,1964.0,6059,Orange County
4,4.0,2026,605000,1955.0,6037,Los Angeles County
4,3.0,2349,799548,1972.0,6059,Orange County
3,2.0,1473,331664,1941.0,6037,Los Angeles County
3,3.0,1914,94395,1953.0,6037,Los Angeles County
4,3.0,2521,371739,1973.0,6037,Los Angeles County
4,3.0,2269,710000,1985.0,6037,Los Angeles County
3,2.5,1525,374376,2010.0,6111,Ventura County
2,2.0,1559,1233929,1940.0,6037,Los Angeles County
3,2.0,1841,790000,1955.0,6037,Los Angeles County
3,1.0,1225,426009,1942.0,6037,Los Angeles County
3,3.0,2630,573381,1953.0,6037,Los Angeles County
4,3.0,1703,347527,2000.0,6059,Orange County
4,2.0,1384,54609,1979.0,6037,Los Angeles County
2,1.0,1155,399716,1934.0,6037,Los Angeles County
5,2.0,1850,79066,1964.0,6037,Los Angeles County
3,1.0,1370,1012000,1924.0,6037,Los Angeles County
5,3.0,2981,952928,1998.0,6111,Ventura County
4,2.5,2459,795000,2002.0,6059,Orange County
5,2.0,1850,69121,1964.0,6037,Los Angeles County
4,2.0,2227,847000,1927.0,6037,Los Angeles County
3,3.5,2546,900914,1973.0,6059,Orange County
2,2.0,1538,102269,1938.0,6037,Los Angeles County
2,2.0,1425,354489,1941.0,6037,Los Angeles County
2,1.0,1030,320900,1927.0,6037,Los Angeles County
3,4.0,2712,1044895,2013.0,6059,Orange County
4,3.0,1938,115934,1952.0,6037,Los Angeles County
3,1.5,1377,280167,1973.0,6111,Ventura County
2,1.0,1248,643000,1946.0,6037,Los Angeles County
3,2.0,1768,517766,1959.0,6037,Los Angeles County
4,2.0,1872,321257,1991.0,6037,Los Angeles County
3,2.5,1691,345337,1997.0,6059,Orange County
2,2.0,1660,74294,1938.0,6037,Los Angeles County
3,1.0,1260,205430,1917.0,6037,Los Angeles County
3,3.0,1555,494718,1986.0,6059,Orange County
4,3.0,2074,423564,1985.0,6037,Los Angeles County
4,4.0,2996,735936,1993.0,6059,Orange County
5,5.0,4129,1084653,2003.0,6037,Los Angeles County
2,2.0,1893,1294443,1973.0,6059,Orange County
3,2.0,1478,969563,1972.0,6059,Orange County
3,2.5,1866,425099,1990.0,6059,Orange County
3,2.5,1592,274736,1988.0,6111,Ventura County
4,3.0,2290,722061,1989.0,6059,Orange County
4,2.5,2282,536687,1995.0,6059,Orange County
2,1.0,860,116922,1942.0,6037,Los Angeles County
1,1.0,650,217558,1927.0,6037,Los Angeles County
4,2.0,1816,1248517,1969.0,6059,Orange County
3,2.0,1215,329000,1903.0,6037,Los Angeles County
3,2.0,1456,259656,1925.0,6037,Los Angeles County
4,3.0,2162,243234,1964.0,6111,Ventura County
3,2.0,1101,360454,1961.0,6111,Ventura County
6,3.0,2084,681380,1964.0,6037,Los Angeles County
4,3.0,3272,232683,2006.0,6037,Los Angeles County
2,1.0,864,117339,1924.0,6037,Los Angeles County
2,1.0,1160,68398,1950.0,6037,Los Angeles County
4,3.0,2387,214294,2004.0,6037,Los Angeles County
3,1.0,816,71135,1955.0,6037,Los Angeles County
2,1.0,1082,314100,1921.0,6037,Los Angeles County
2,1.0,1082,314100,1921.0,6037,Los Angeles County
3,2.0,1186,49029,1949.0,6037,Los Angeles County
2,2.0,1339,215448,1928.0,6037,Los Angeles County
5,4.0,3437,630584,1962.0,6037,Los Angeles County
4,2.0,1984,576979,1957.0,6059,Orange County
4,3.0,2131,804078,1984.0,6037,Los Angeles County
4,2.0,1533,712000,1956.0,6037,Los Angeles County
5,4.0,3971,750645,1998.0,6037,Los Angeles County
5,4.0,3035,625734,1960.0,6037,Los Angeles County
6,3.0,2375,610624,1962.0,6037,Los Angeles County
3,2.0,1284,409000,1942.0,6037,Los Angeles County
2,2.0,884,276122,1924.0,6037,Los Angeles County
4,2.5,2477,644555,1989.0,6059,Orange County
3,3.0,2363,177242,1929.0,6037,Los Angeles County
4,3.0,3314,2083810,1959.0,6037,Los Angeles County
3,1.0,973,354283,1937.0,6059,Orange County
3,2.0,1480,297965,1970.0,6059,Orange County
4,5.0,3743,2278000,2005.0,6037,Los Angeles County
4,2.5,1748,462904,1966.0,6059,Orange County
4,4.0,2791,1732657,1948.0,6037,Los Angeles County
4,2.5,1327,221072,1964.0,6059,Orange County
3,2.0,1218,141611,1993.0,6037,Los Angeles County
3,2.5,1489,652227,1997.0,6059,Orange County
4,2.0,1624,267574,1976.0,6037,Los Angeles County
4,2.0,1950,105131,1976.0,6111,Ventura County
3,2.0,1465,650143,1978.0,6111,Ventura County
4,2.0,2239,126166,1969.0,6059,Orange County
3,3.0,1802,122768,1958.0,6037,Los Angeles County
3,1.5,1426,211762,1968.0,6059,Orange County
5,4.0,3064,945376,1956.0,6037,Los Angeles County
3,2.0,1310,336927,1970.0,6111,Ventura County
4,3.0,2348,201593,2007.0,6037,Los Angeles County
5,5.0,5218,1168139,1996.0,6037,Los Angeles County
3,2.0,1440,451786,1983.0,6037,Los Angeles County
3,2.0,1568,107020,1955.0,6037,Los Angeles County
3,2.0,1395,363459,1950.0,6037,Los Angeles County
3,1.0,1066,490000,1950.0,6037,Los Angeles County
2,1.0,700,106916,1940.0,6037,Los Angeles County
4,2.0,1627,226874,1971.0,6059,Orange County
3,1.0,1122,395132,1952.0,6037,Los Angeles County
3,2.0,1456,150348,1955.0,6037,Los Angeles County
3,2.5,1488,579707,1986.0,6059,Orange County
4,3.0,3249,483407,1983.0,6059,Orange County
4,5.0,3201,1708630,1961.0,6037,Los Angeles County
4,3.0,1480,354585,1985.0,6059,Orange County
4,2.0,1918,79646,1962.0,6059,Orange County
2,1.0,1081,193998,1941.0,6037,Los Angeles County
3,4.0,3337,796324,2004.0,6111,Ventura County
4,2.0,1861,725000,1962.0,6059,Orange County
3,2.0,1687,468104,1951.0,6037,Los Angeles County
4,2.0,1567,515000,1966.0,6037,Los Angeles County
3,3.0,2225,242000,2005.0,6037,Los Angeles County
4,2.0,1100,395000,1954.0,6037,Los Angeles County
4,3.0,2238,325341,1983.0,6037,Los Angeles County
4,2.0,1533,654836,1956.0,6037,Los Angeles County
2,2.0,1291,71419,1951.0,6037,Los Angeles County
3,2.0,1240,455000,1961.0,6111,Ventura County
3,2.0,1333,387238,1949.0,6037,Los Angeles County
3,2.0,1359,130843,1971.0,6037,Los Angeles County
2,1.0,874,281385,1940.0,6037,Los Angeles County
3,2.0,1680,540921,1970.0,6059,Orange County
3,3.0,2047,1863960,1957.0,6037,Los Angeles County
2,1.0,836,295437,1980.0,6037,Los Angeles County
2,1.0,942,326191,1912.0,6037,Los Angeles County
3,1.0,1275,219653,1924.0,6037,Los Angeles County
2,2.0,913,133025,1983.0,6037,Los Angeles County
4,2.0,1972,1707368,1973.0,6037,Los Angeles County
5,3.0,2626,92317,1921.0,6037,Los Angeles County
3,2.5,2059,583935,2012.0,6059,Orange County
4,3.5,2737,943202,2003.0,6059,Orange County
3,1.0,1196,198127,1959.0,6037,Los Angeles County
4,2.0,1994,549236,1955.0,6037,Los Angeles County
4,2.5,1940,569544,1981.0,6059,Orange County
4,3.0,1934,737000,1971.0,6037,Los Angeles County
4,2.0,1633,565666,1962.0,6059,Orange County
4,2.0,1606,848826,1969.0,6059,Orange County
4,4.0,4561,1752796,1981.0,6059,Orange County
3,2.0,1353,862962,1962.0,6059,Orange County
4,3.0,2547,239615,1966.0,6037,Los Angeles County
3,2.0,1613,613000,1947.0,6037,Los Angeles County
3,2.0,1380,194007,1962.0,6037,Los Angeles County
4,2.0,1744,258581,1950.0,6037,Los Angeles County
3,2.0,1736,88794,1942.0,6037,Los Angeles County
3,2.0,2149,74741,1966.0,6059,Orange County
4,2.0,2263,294410,1980.0,6037,Los Angeles County
4,3.0,2468,685323,2005.0,6037,Los Angeles County
2,2.0,1895,542048,1950.0,6037,Los Angeles County
4,3.0,2274,261538,1972.0,6037,Los Angeles County
3,2.0,1346,97327,1985.0,6037,Los Angeles County
5,4.0,2590,446951,1956.0,6037,Los Angeles County
3,2.0,1100,255693,1962.0,6037,Los Angeles County
3,4.0,3735,974032,2003.0,6111,Ventura County
3,3.5,5019,1245366,1991.0,6059,Orange County
6,5.5,5400,2317561,1994.0,6059,Orange County
3,2.0,1511,424568,1963.0,6037,Los Angeles County
4,4.5,4254,1618814,2007.0,6059,Orange County
3,1.0,999,816420,1952.0,6111,Ventura County
3,3.0,1817,438372,2003.0,6037,Los Angeles County
3,2.0,1407,51307,1972.0,6037,Los Angeles County
5,4.5,3835,723980,2002.0,6059,Orange County
2,2.0,1386,57936,1952.0,6037,Los Angeles County
2,1.0,1303,433607,1949.0,6059,Orange County
4,2.0,2020,296740,1964.0,6059,Orange County
3,3.0,1810,550000,1954.0,6037,Los Angeles County
3,2.5,2568,742000,1973.0,6111,Ventura County
4,4.0,3413,390000,2007.0,6037,Los Angeles County
3,2.5,2461,753315,1997.0,6059,Orange County
3,2.0,1229,390912,1954.0,6037,Los Angeles County
2,1.0,990,132080,1921.0,6037,Los Angeles County
2,1.0,800,480000,1923.0,6037,Los Angeles County
3,1.0,1201,56144,1954.0,6059,Orange County
2,1.0,1200,85317,1922.0,6037,Los Angeles County
3,1.0,883,116280,1953.0,6037,Los Angeles County
4,2.0,1898,501583,1964.0,6037,Los Angeles County
5,3.0,2897,234513,1964.0,6059,Orange County
3,2.0,1800,707681,1962.0,6111,Ventura County
3,1.0,1180,508000,1952.0,6037,Los Angeles County
2,2.0,1686,1395968,2005.0,6037,Los Angeles County
4,2.0,2151,1234000,1975.0,6111,Ventura County
2,1.0,1680,856000,1920.0,6037,Los Angeles County
4,2.5,1704,280520,1974.0,6059,Orange County
3,2.0,1112,55304,1955.0,6059,Orange County
4,3.0,1972,629875,2002.0,6059,Orange County
4,3.0,2758,659912,2005.0,6059,Orange County
3,1.0,1299,543654,1952.0,6037,Los Angeles County
4,3.0,1914,166190,1997.0,6037,Los Angeles County
3,2.0,1120,504579,1976.0,6059,Orange County
6,2.0,2333,350917,1997.0,6111,Ventura County
2,1.0,1008,407000,1950.0,6037,Los Angeles County
6,3.0,2901,425115,1997.0,6111,Ventura County
1,1.0,490,124890,1951.0,6037,Los Angeles County
3,2.0,2170,257517,1980.0,6111,Ventura County
4,2.0,1698,296484,1973.0,6059,Orange County
2,1.0,699,176038,1949.0,6037,Los Angeles County
3,3.0,2240,670065,1978.0,6037,Los Angeles County
4,2.0,1904,1656855,1951.0,6037,Los Angeles County
3,2.0,1223,158313,1991.0,6037,Los Angeles County
3,2.0,1573,286985,1958.0,6037,Los Angeles County
5,2.5,2882,395169,1973.0,6059,Orange County
3,2.0,2020,222638,1985.0,6037,Los Angeles County
5,3.0,2266,690000,2005.0,6037,Los Angeles County
4,3.0,2800,191531,1934.0,6037,Los Angeles County
2,1.0,848,67166,1942.0,6037,Los Angeles County
3,2.0,1464,246454,1955.0,6037,Los Angeles County
4,2.5,2542,1090401,1978.0,6111,Ventura County
3,2.0,1202,179483,1991.0,6037,Los Angeles County
4,3.0,2215,529990,1990.0,6037,Los Angeles County
3,1.0,1083,55040,1948.0,6037,Los Angeles County
3,2.0,1214,473134,1955.0,6037,Los Angeles County
4,3.0,2846,269273,1977.0,6111,Ventura County
3,2.0,1950,1218072,1951.0,6037,Los Angeles County
3,5.5,4361,1562700,1999.0,6111,Ventura County
4,2.0,2044,81779,1955.0,6059,Orange County
3,2.0,1569,125729,1991.0,6037,Los Angeles County
3,2.5,904,162456,1948.0,6059,Orange County
3,2.0,864,260056,1947.0,6037,Los Angeles County
4,2.0,2048,213244,2006.0,6037,Los Angeles County
3,2.0,1321,460811,1954.0,6037,Los Angeles County
4,3.5,2637,933713,2000.0,6059,Orange County
3,2.0,1703,302612,1963.0,6037,Los Angeles County
4,2.0,1527,61042,1964.0,6059,Orange County
3,2.0,1560,114760,1979.0,6037,Los Angeles County
3,1.5,1396,565000,1957.0,6111,Ventura County
2,1.0,832,144102,1948.0,6037,Los Angeles County
2,1.0,981,430000,1913.0,6037,Los Angeles County
4,2.0,1754,183000,1980.0,6037,Los Angeles County
3,1.0,1236,258887,1910.0,6037,Los Angeles County
2,1.0,952,792910,1966.0,6059,Orange County
3,2.0,1427,304588,1972.0,6059,Orange County
3,2.0,1502,105149,1987.0,6037,Los Angeles County
2,1.0,796,250798,1951.0,6037,Los Angeles County
3,2.0,1094,101143,1957.0,6037,Los Angeles County
2,1.0,927,61223,1952.0,6037,Los Angeles County
3,2.0,1436,386000,1953.0,6037,Los Angeles County
4,3.0,3099,921394,1986.0,6059,Orange County
4,3.5,2802,1074416,2014.0,6059,Orange County
2,2.0,1317,86578,1955.0,6037,Los Angeles County
4,2.0,1975,273372,1963.0,6059,Orange County
3,3.0,2388,925806,1951.0,6037,Los Angeles County
3,2.0,1612,240155,1941.0,6037,Los Angeles County
4,2.0,1545,529000,1957.0,6037,Los Angeles County
2,2.0,1581,526237,1941.0,6037,Los Angeles County
3,3.0,1912,613000,1988.0,6037,Los Angeles County
3,1.0,1135,405844,1951.0,6037,Los Angeles County
3,1.5,1463,47572,1955.0,6059,Orange County
3,2.5,1398,501586,1987.0,6059,Orange County
3,3.0,2020,120877,1957.0,6037,Los Angeles County
2,1.0,1268,309098,1949.0,6037,Los Angeles County
3,1.0,1014,329298,1949.0,6037,Los Angeles County
4,2.0,1767,554788,1966.0,6059,Orange County
3,1.0,1493,304000,1951.0,6037,Los Angeles County
2,2.0,1766,203113,1939.0,6037,Los Angeles County
3,3.0,2323,426415,1985.0,6059,Orange County
6,4.0,4105,397335,1969.0,6037,Los Angeles County
4,2.0,1909,551273,1962.0,6059,Orange County
3,2.0,1692,240173,1953.0,6037,Los Angeles County
2,1.5,1142,192248,1974.0,6059,Orange County
4,2.0,1370,121927,1957.0,6037,Los Angeles County
3,2.0,1205,443008,1946.0,6037,Los Angeles County
4,2.5,2019,75126,1955.0,6059,Orange County
3,2.0,1530,465989,1980.0,6037,Los Angeles County
4,2.0,1591,87378,1990.0,6037,Los Angeles County
4,2.0,1700,194600,1969.0,6037,Los Angeles County
4,2.0,1576,82375,1952.0,6037,Los Angeles County
3,3.0,2149,211886,1989.0,6037,Los Angeles County
3,2.0,1641,130161,1960.0,6037,Los Angeles County
4,2.5,2101,567655,2001.0,6059,Orange County
4,3.0,1976,468642,1977.0,6059,Orange County
2,1.0,1114,524529,1939.0,6059,Orange County
2,1.0,987,357144,1937.0,6059,Orange County
4,3.0,2610,710674,1995.0,6037,Los Angeles County
3,4.0,3324,709615,1998.0,6059,Orange County
4,2.0,1914,414743,1963.0,6059,Orange County
3,1.0,1335,63192,1950.0,6059,Orange County
4,3.5,3259,901542,1992.0,6059,Orange County
2,2.0,1445,529000,1959.0,6037,Los Angeles County
3,1.0,1122,444000,1950.0,6037,Los Angeles County
4,2.0,1344,85677,1949.0,6037,Los Angeles County
4,2.0,1560,311209,1963.0,6059,Orange County
3,1.0,1448,352291,1948.0,6037,Los Angeles County
5,2.5,2531,122618,1968.0,6059,Orange County
4,3.5,3137,600238,1989.0,6059,Orange County
3,1.5,1125,84341,1955.0,6059,Orange County
3,1.5,1122,199838,1963.0,6059,Orange County
4,2.0,1622,300777,1951.0,6037,Los Angeles County
3,3.0,1732,174459,1986.0,6037,Los Angeles County
3,2.0,1426,364081,1955.0,6059,Orange County
2,1.0,1387,280967,1951.0,6059,Orange County
3,2.0,1476,58143,1948.0,6037,Los Angeles County
2,2.0,1078,124006,1985.0,6037,Los Angeles County
4,2.0,1611,89640,1956.0,6037,Los Angeles County
3,2.0,1692,649169,1923.0,6037,Los Angeles County
4,3.0,3041,245311,1949.0,6037,Los Angeles County
3,3.0,1572,404060,1961.0,6037,Los Angeles County
3,2.0,1430,396336,1954.0,6037,Los Angeles County
4,2.0,1319,394454,1947.0,6037,Los Angeles County
4,3.0,2564,1173000,1967.0,6037,Los Angeles County
2,2.0,1110,165358,1953.0,6059,Orange County
2,1.0,720,253000,1940.0,6111,Ventura County
3,3.0,2691,245336,2005.0,6037,Los Angeles County
4,3.0,2124,586106,1978.0,6059,Orange County
3,1.5,1121,143078,1970.0,6059,Orange County
3,2.0,1600,236243,1938.0,6037,Los Angeles County
3,2.0,1264,103334,1984.0,6037,Los Angeles County
3,2.5,2256,476193,1974.0,6059,Orange County
4,3.0,3441,1021000,1993.0,6059,Orange County
3,2.0,1219,217589,1952.0,6037,Los Angeles County
3,2.0,1272,50558,1958.0,6059,Orange County
3,3.0,2335,525024,1982.0,6059,Orange County
3,2.0,1682,87067,1959.0,6059,Orange County
3,2.5,1904,301938,1964.0,6059,Orange County
2,1.0,1088,348096,1949.0,6037,Los Angeles County
2,1.0,1328,315114,1937.0,6037,Los Angeles County
3,2.0,1813,192019,1955.0,6059,Orange County
3,3.0,3235,925332,1965.0,6059,Orange County
4,3.5,3119,769000,2003.0,6059,Orange County
4,3.0,2612,322623,1981.0,6111,Ventura County
4,2.0,1941,649760,1966.0,6059,Orange County
3,3.0,2613,1350000,1956.0,6037,Los Angeles County
3,2.0,1081,540462,1953.0,6037,Los Angeles County
3,1.0,1113,94484,1944.0,6037,Los Angeles County
5,3.0,2346,501609,1988.0,6037,Los Angeles County
2,2.0,2033,672576,1949.0,6037,Los Angeles County
5,2.0,1596,78023,1950.0,6037,Los Angeles County
4,2.0,1394,142600,1971.0,6037,Los Angeles County
2,1.0,869,573616,1940.0,6037,Los Angeles County
4,3.0,2172,233877,2005.0,6037,Los Angeles County
3,2.0,1904,92106,1950.0,6037,Los Angeles County
3,2.0,1384,113634,1977.0,6037,Los Angeles County
6,2.0,2291,81278,1924.0,6059,Orange County
4,2.0,1536,374370,1956.0,6037,Los Angeles County
2,2.0,1162,265257,1955.0,6037,Los Angeles County
3,3.0,2117,455621,2001.0,6037,Los Angeles County
3,2.0,1777,721219,1948.0,6111,Ventura County
2,2.0,1373,271472,1940.0,6037,Los Angeles County
4,3.0,2492,520442,1964.0,6037,Los Angeles County
4,2.5,1946,492327,1978.0,6059,Orange County
2,1.0,1249,774924,1907.0,6037,Los Angeles County
3,2.0,1318,195000,1989.0,6037,Los Angeles County
3,3.0,1638,400488,1986.0,6037,Los Angeles County
2,2.0,1363,238726,1985.0,6037,Los Angeles County
4,3.5,4076,374778,1976.0,6059,Orange County
4,2.0,1832,271465,1954.0,6037,Los Angeles County
3,3.0,2323,105784,1965.0,6037,Los Angeles County
3,2.0,1802,386857,1969.0,6059,Orange County
4,3.0,2623,364034,2000.0,6037,Los Angeles County
2,1.0,1148,257253,1926.0,6037,Los Angeles County
